Time,Faults,Avg Voltage,Avg Current,Time ms
58.82,n/a,14.978,197.64,58820
58.92,n/a,14.997,197.64,58920
59.02,n/a,14.978,197.64,59020
59.12,n/a,14.978,197.64,59120
59.22,n/a,14.997,197.76,59220
59.32,n/a,14.997,197.64,59320
59.42,n/a,14.997,197.64,59420
59.52,n/a,14.997,197.64,59520
59.62,n/a,14.997,197.64,59620
59.72,n/a,14.997,197.64,59720
59.82,n/a,15.015,197.64,59820
59.92,n/a,15.015,197.64,59920
60.02,n/a,15.033,197.64,60020
60.12,n/a,15.033,197.76,60120
60.22,n/a,15.015,197.76,60220
60.32,n/a,15.015,197.64,60320
60.42,n/a,15.033,197.64,60420
60.52,n/a,15.033,197.64,60520
60.62,n/a,15.033,197.64,60620
60.72,n/a,15.033,197.76,60720
60.82,n/a,15.033,197.76,60820
60.92,n/a,15.033,197.64,60920
61.02,n/a,15.015,197.64,61020
61.12,n/a,15.015,197.64,61120
61.22,n/a,15.015,197.64,61220
61.32,n/a,15.015,197.76,61320
61.42,n/a,15.033,197.76,61420
61.52,n/a,15.033,197.64,61520
61.62,n/a,15.015,197.64,61620
61.72,n/a,15.015,197.64,61720
61.82,n/a,15.015,197.64,61820
61.92,n/a,15.015,197.64,61920
62.02,n/a,15.015,197.64,62020
62.12,n/a,15.015,197.64,62120
62.22,n/a,15.033,197.64,62220
62.32,n/a,15.033,197.64,62320
62.42,n/a,15.052,197.64,62420
62.52,n/a,15.033,197.64,62520
62.62,n/a,15.033,197.64,62620
62.72,n/a,15.033,197.64,62720
62.82,n/a,15.033,197.64,62820
62.92,n/a,15.033,197.64,62920
63.02,n/a,15.033,197.64,63020
63.12,n/a,15.033,197.64,63120
63.22,n/a,15.052,197.64,63220
63.32,n/a,15.052,197.64,63320
63.42,n/a,15.033,197.64,63420
63.52,n/a,15.052,197.64,63520
63.62,n/a,15.033,197.76,63620
63.72,n/a,15.052,197.64,63720
63.82,n/a,15.033,197.64,63820
63.92,n/a,15.052,197.64,63920
64.02,n/a,15.052,197.64,64020
64.12,n/a,15.033,197.64,64120
64.22,n/a,15.052,197.64,64220
64.32,n/a,15.033,197.64,64320
64.42,n/a,15.052,197.64,64420
64.52,n/a,15.052,197.76,64520
64.62,n/a,15.052,197.76,64620
64.72,n/a,15.052,197.76,64720
64.82,n/a,15.033,197.64,64820
64.92,n/a,15.052,197.64,64920
65.02,n/a,15.052,197.76,65020
65.12,n/a,15.033,197.76,65120
65.22,n/a,15.052,197.76,65220
65.32,n/a,15.052,197.64,65320
65.42,n/a,15.052,197.64,65420
65.52,n/a,15.033,197.64,65520
65.62,n/a,15.033,197.64,65620
65.72,n/a,15.033,197.64,65720
65.82,n/a,15.052,197.64,65820
65.92,n/a,15.033,197.76,65920
66.02,n/a,15.033,197.64,66020
66.12,n/a,15.033,197.64,66120
66.22,n/a,15.015,197.64,66220
66.32,n/a,15.015,197.64,66320
66.42,n/a,15.015,197.64,66420
66.52,n/a,15.015,197.64,66520
66.62,n/a,15.033,197.64,66620
66.72,n/a,15.033,197.64,66720
66.82,n/a,15.015,197.64,66820
66.92,n/a,15.033,197.64,66920
67.02,n/a,15.033,197.64,67020
67.12,n/a,15.015,197.64,67120
67.22,n/a,15.015,197.64,67220
67.32,n/a,15.015,197.64,67320
67.42,n/a,15.015,197.64,67420
67.52,n/a,14.997,197.64,67520
67.62,n/a,14.997,197.64,67620
67.72,n/a,14.997,197.64,67720
67.82,n/a,14.997,197.64,67820
67.92,n/a,14.997,197.64,67920
68.02,n/a,14.997,197.64,68020
68.12,n/a,14.997,197.64,68120
68.22,n/a,14.997,197.64,68220
68.32,n/a,14.997,197.64,68320
68.42,n/a,14.997,197.64,68420
68.52,n/a,14.997,197.64,68520
68.62,n/a,14.997,197.64,68620
68.72,n/a,14.997,197.64,68720
68.82,n/a,14.997,197.64,68820
68.92,n/a,14.978,197.64,68920
69.02,n/a,14.978,197.64,69020
69.12,n/a,14.978,197.64,69120
69.22,n/a,14.997,197.64,69220
69.32,n/a,14.997,197.64,69320
69.42,n/a,14.997,197.64,69420
69.52,n/a,14.997,197.64,69520
69.62,n/a,14.997,197.64,69620
69.72,n/a,15.015,197.64,69720
69.82,n/a,14.997,197.64,69820
69.92,n/a,14.997,197.64,69920
70.02,n/a,14.997,197.64,70020
70.12,n/a,14.997,197.64,70120
70.22,n/a,14.997,197.64,70220
70.32,n/a,14.997,197.64,70320
70.42,n/a,14.997,197.64,70420
70.52,n/a,14.997,197.64,70520
70.62,n/a,14.997,197.64,70620
70.72,n/a,14.997,197.64,70720
70.82,n/a,14.997,197.64,70820
70.92,n/a,15.015,197.64,70920
71.02,n/a,14.997,197.64,71020
71.12,n/a,14.997,197.64,71120
71.22,n/a,14.997,197.64,71220
71.32,n/a,14.997,197.64,71320
71.42,n/a,14.997,197.64,71420
71.52,n/a,15.015,197.64,71520
71.62,n/a,14.997,197.64,71620
71.72,n/a,14.997,197.64,71720
71.82,n/a,14.997,197.64,71820
71.92,n/a,14.997,197.76,71920
72.02,n/a,14.997,197.76,72020
72.12,n/a,15.015,197.64,72120
72.22,n/a,15.015,197.76,72220
72.32,n/a,15.015,197.64,72320
72.42,n/a,15.015,197.64,72420
72.52,n/a,15.052,197.64,72520
72.62,n/a,15.033,197.64,72620
72.72,n/a,15.033,197.64,72720
72.82,n/a,14.997,197.64,72820
72.92,n/a,15.033,197.64,72920
73.02,n/a,15.033,197.64,73020
73.12,n/a,15.015,197.64,73120
73.22,n/a,15.015,197.64,73220
73.32,n/a,15.015,197.64,73320
73.42,n/a,15.015,197.64,73420
73.52,n/a,15.015,197.64,73520
73.62,n/a,15.033,197.64,73620
73.72,n/a,15.033,197.64,73720
73.82,n/a,15.052,197.64,73820
73.92,n/a,15.033,197.64,73920
74.02,n/a,15.052,197.64,74020
74.12,n/a,15.052,197.76,74120
74.22,n/a,15.033,197.76,74220
74.32,n/a,15.052,197.64,74320
74.42,n/a,15.033,197.64,74420
74.52,n/a,15.052,197.64,74520
74.62,n/a,15.033,197.64,74620
74.72,n/a,15.033,197.64,74720
74.82,n/a,15.052,197.64,74820
74.92,n/a,15.033,197.64,74920
75.02,n/a,15.07,197.64,75020
75.12,n/a,15.07,197.64,75120
75.22,n/a,15.07,197.64,75220
75.32,n/a,15.07,197.64,75320
75.42,n/a,15.07,197.64,75420
75.52,n/a,15.07,197.64,75520
75.62,n/a,15.088,197.64,75620
75.72,n/a,15.088,197.64,75720
75.82,n/a,15.088,197.64,75820
75.92,n/a,15.088,197.64,75920
76.02,n/a,15.088,197.64,76020
76.12,n/a,15.088,197.76,76120
76.22,n/a,15.107,197.64,76220
76.32,n/a,15.107,197.76,76320
76.42,n/a,15.107,197.76,76420
76.52,n/a,15.088,197.76,76520
76.62,n/a,15.07,197.64,76620
76.72,n/a,15.052,197.64,76720
76.82,n/a,15.052,197.64,76820
76.92,n/a,15.052,197.64,76920
77.02,n/a,15.033,197.64,77020
77.12,n/a,15.015,197.64,77120
77.22,n/a,15.015,197.64,77220
77.32,n/a,14.942,197.64,77320
77.42,n/a,14.905,197.64,77420
77.52,n/a,14.905,197.64,77520
77.62,n/a,14.978,197.64,77620
77.72,n/a,14.887,197.64,77720
77.82,n/a,14.814,197.64,77820
77.92,n/a,14.814,197.64,77920
78.02,n/a,14.869,197.64,78020
78.12,n/a,14.869,197.64,78120
78.22,n/a,14.85,197.64,78220
78.32,n/a,14.832,197.64,78320
78.42,n/a,14.686,194.59,78420
78.52,n/a,13.44,165.41,78520
78.62,n/a,11.792,125.37,78620
78.72,n/a,10.053,90.58,78720
78.82,n/a,5.951,52,78820
